species_taxon	cleaned_SRR35556007_1	cleaned_SRR35556007_2	cleaned_SRR35556008_1	cleaned_SRR35556008_2	cleaned_SRR35556009_1	cleaned_SRR35556009_2	cleaned_SRR35939735_1	cleaned_SRR35939735_2	cleaned_SRR35939736_1	cleaned_SRR35939736_2	cleaned_SRR35939737_1	cleaned_SRR35939737_2	cleaned_SRR35939738_1	cleaned_SRR35939738_2	cleaned_SRR35939739_1	cleaned_SRR35939739_2	cleaned_SRR35939740_1	cleaned_SRR35939740_2	zclean_wastewater
Sphaerotilus sulfidivorans	6	5	50	52	1	1	0	0	0	0	0	0	0	0	0	0	0	0	11
Sphingobium herbicidovorans	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobium indicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobium sp. CFD-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Sphingobium sp. DN12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobium sp. WTD-1	7	6	5	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	13
Sphingobium yanoikuyae	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas aliaeris	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas hankookensis	9	5	2	3	73	71	0	0	0	0	0	0	0	0	0	0	0	0	17
Sphingomonas koreensis	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas naphthae	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Sphingomonas panni	1	0	17	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Sphingomonas parapaucimobilis	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Sphingomonas paucimobilis	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas sp. FARSPH	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas sp. NBWT7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Sphingomonas taxi	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingopyxis fribergensis	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingopyxis indica	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Sphingopyxis macrogoltabida	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingopyxis sp. 113P3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Sphingopyxis sp. DBS4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingopyxis sp. FD7	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stenotrophomonas maltophilia	5	3	2	2	13	13	0	0	0	0	0	0	0	0	0	0	0	0	8
Stenotrophomonas phage S1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2
Sterolibacterium denitrificans	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus agalactiae	0	1	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1
Streptococcus dysgalactiae	3	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Streptococcus oralis	2	1	12	13	7	7	0	0	0	0	0	0	0	0	0	0	0	0	3
Streptococcus parauberis	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus phage SMP	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus phage phiNJ2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus salivarius	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Streptococcus suis	0	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Streptococcus thermophilus	1	2	2	2	24	25	0	0	0	0	0	0	0	0	0	0	0	0	3
Streptomyces prasinus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces sp. NBC_01445	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces sp. RK9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Stutzerimonas stutzeri	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Sukhumvitvirus T25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfitobacter pontiacus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfuricystis multivorans	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfuriferula sp. AH1	0	0	4	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfurospirillum diekertiae	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfurovum mangrovi	0	0	7	8	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Tabrizicola piscis	8	10	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	19
Taranisvirus taranis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thauera aminoaromatica	1	0	2	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1
Thauera butanivorans	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thauera humireducens	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Thauera sp. 2A1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Thauera sp. K11	3	3	0	0	9	8	0	0	0	0	0	0	0	0	0	0	0	0	8
Thioclava litoralis	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thioclava sp. GXIMD4216	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thiomonas intermedia	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Thiothrix fructosivorans	5	5	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10
Thiothrix lacustris	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Thiothrix subterranea	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Thiothrix unzii	3	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	6
Thiothrix winogradskyi	14	11	1205	1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
Tistrella mobilis	3	3	13	10	4	4	0	0	0	0	0	0	0	0	0	0	0	0	6
Toutatisvirus toutatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Treponema saccharophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tritonibacter mobilis	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsukamurella tyrosinosolvens	4	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Vagococcus fluvialis	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Variovorax paradoxus	4	6	70	66	37	32	10	1	0	0	0	0	0	0	0	0	0	0	10
Variovorax sp. EBFNA2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Variovorax sp. PDNC026	3	3	5	6	1	2	0	0	0	0	0	0	0	0	0	0	0	0	6
Variovorax sp. SCN45	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Variovorax sp. UC74_104	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Variovorax sp. V213	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Variovorax sp. WDL1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Variovorax sp. WS11	1	1	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Verminephrobacter eiseniae	2	2	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Vescimonas fastidiosa	452	418	61	50	72	62	0	0	0	0	0	0	0	0	0	0	0	0	892
Vibrio alginolyticus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vibrio anguillarum	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vibrio cholerae	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vibrio furnissii	0	0	1092	1057	29	27	0	0	0	0	0	0	0	0	0	0	0	0	0
Vibrio metschnikovii	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vibrio sp. THAF190c	0	0	1	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Vimunumvirus ST147VIM1phi71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitreoscilla filiformis	3	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	4
Vitreoscilla stercoraria	1	2	9	9	4	4	0	0	0	0	0	0	0	0	0	0	0	0	3
Xanthomonas axonopodis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthomonas campestris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthomonas citri	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthomonas citri phage CP2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Xanthomonas euvesicatoria	0	0	4	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthomonas perforans	0	0	1	1	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthomonas sacchari	1	1	2	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	2
Xanthomonas vasicola	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Xooduovirus Xoosp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xylella fastidiosa	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yersinia pseudotuberculosis	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Yuavirus PAE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
