genus_taxon	cleaned_SRR35556007_1	cleaned_SRR35556007_2	cleaned_SRR35556008_1	cleaned_SRR35556008_2	cleaned_SRR35556009_1	cleaned_SRR35556009_2	cleaned_SRR35939735_1	cleaned_SRR35939735_2	cleaned_SRR35939736_1	cleaned_SRR35939736_2	cleaned_SRR35939737_1	cleaned_SRR35939737_2	cleaned_SRR35939738_1	cleaned_SRR35939738_2	cleaned_SRR35939739_1	cleaned_SRR35939739_2	cleaned_SRR35939740_1	cleaned_SRR35939740_2	zclean_wastewater
Cutibacterium	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Dechloromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus	6	6	9	8	1	4	0	0	0	0	0	0	0	0	0	0	0	0	13
Delftia	3	3	32	33	1	3	0	0	0	0	0	0	0	0	0	0	0	0	6
Denitratisoma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Derbicusvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Diaphorobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Duffyella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dunedinvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dyella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ectopseudomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Edwardsiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eganvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eleftheria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elizabethkingia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Embleya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Empedobacter	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Endozoicomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ensifer	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacter	3	1	9	11	6	7	0	0	0	0	0	0	0	0	0	0	0	0	4
Enterococcus	3	2	8	11	8	6	0	0	0	0	0	0	0	0	0	0	0	0	5
Eponavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erwinia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia	4	0	37	31	7	5	0	0	0	0	0	0	0	0	0	0	0	0	7
Ewingella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exiguobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Falsirhodobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faucicola	2	1	5	2	13	10	0	0	0	0	0	0	0	0	0	0	0	0	3
Ferozepurvirus	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Finegoldia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flammeovirga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium	8	11	30	31	10	13	1	1	0	0	0	0	1	0	0	0	0	1	19
Flavonifractor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fremauxvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frigidibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fulvitalea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fuscovulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium	1	1	6	5	9	8	0	0	0	0	0	0	0	0	0	0	0	0	2
Gamaleyavirus	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemmatirosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemmobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glaesserella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granulicella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gustavvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haematobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haematospirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haladaptatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halarchaeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haloarcula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halobaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halocatena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halogeometricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haloglomus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halomarina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halomicrobium	57	52	1	1	15	12	0	0	0	0	0	0	0	0	0	0	0	0	114
Halomicrococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halomontanus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haloplanus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halorarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halorhabdus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Halorubrum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halosimplex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halovivax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hartmannibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Homo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hpunavirus	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Huelvavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydrogenophaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hymenobacter	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ideonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ilyobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Immutovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Indioceanicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ittyvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jannaschia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Johnsonvirus	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Junduvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kahnovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kilunavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kingevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella	32	34	44	38	29	31	0	0	0	0	0	0	0	0	0	0	0	0	64
Kluyvera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kocuria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Komagataeibacter	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Kosakonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kozakia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krampusvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kunmingvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactiplantibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus	4	6	8	10	3	3	0	0	0	0	0	0	0	0	0	0	0	0	10
Lagaffevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lastavirus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Latilactobacillus	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Leclercia	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Legionella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leisingera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lelliottia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptolyngbya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Levilactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ligilactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limimaricola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limosilactobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Listeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lughvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysinibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Machinavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mahlunavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mameliella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marinibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marinobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marinovum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marivivens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Martelella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mediterraneibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesomycoplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesorhizobium	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metallibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metamycoplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanobacterium	0	0	0	0	0	0	0	1	0	23	0	17	0	0	0	14	0	0	0
Methanobrevibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanocella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanoculleus	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanofollis	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanolacinia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanolobus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanomethylovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanopyrus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanosarcina	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Methanosphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanosphaerula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanothrix	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Methylibium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylobacterium	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4
Methylococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylocystis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylomagnum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylomonas	0	0	1	1	47	36	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylorubrum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylosinus	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Methylotuvimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium	0	0	117	108	1226	1167	0	0	0	0	0	0	0	0	0	0	0	0	0
Micrococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microvirga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Miecznikowavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mimivirus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mitsuokella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Moellerella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Moineauvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Monoglobus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mooglevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Moraxella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morganella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Moturavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Muribaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mushuvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycetohabitans	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mydovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Natranaerobius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Natronomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neorhizobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neotabrizicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neptuniibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitratidesulfovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitratireductor	0	0	60	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrosomonas	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Niveibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Niveispirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardioides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nodosilinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nonomuraea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Novemvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Novosphingobium	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ochrobactrum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oengusvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ornithinibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ornithinimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ornithobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ottowia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenarthrobacter	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Pakpunavirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
